name,album_name,popularity,release_date,valence,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,tempo,duration_ms,year
Tailgunner - Live; 1998 Remastered Version,A Real Live Dead One (Live; 1998 Remaster),22,1993-10-18,0.302,0.223,0.994,11,-4.4,1,0.0782,0.000388,0.0754,0.946,109.233,249507,1993
The Evil That Men Do - Live; 1998 Remastered Version,A Real Live Dead One (Live; 1998 Remaster),25,1993-10-18,0.149,0.229,0.972,4,-5.596,0,0.186,0.00338,0.154,0.73,88.505,325893,1993
Afraid To Shoot Strangers - Live; 1998 Remastered Version,A Real Live Dead One (Live; 1998 Remaster),29,1993-10-18,0.189,0.173,0.855,6,-7.982,0,0.0788,0.00115,0.0804,0.877,160.139,407973,1993
Bring Your Daughter...To The Slaughter - Live; 1998 Remastered Version,A Real Live Dead One (Live; 1998 Remaster),25,1993-10-18,0.504,0.24,0.974,9,-4.699,1,0.0794,0.000799,0.00435,0.863,161.983,317693,1993
The Number Of The Beast - Live; 1998 Remastered Version,A Real Live Dead One,12,1993-03-23,0.268,0.287,0.997,0,-3.124,1,0.107,0.00206,0.000397,0.944,99.545,294627,1993
The Trooper - Live; 1998 Remastered Version,A Real Live Dead One,15,1993-03-23,0.547,0.212,0.995,4,-2.953,0,0.099,0.000355,0.00448,0.974,179.936,235307,1993
Prowler - Live; 1998 Remastered Version,A Real Live Dead One,14,1993-03-23,0.253,0.245,0.988,2,-4.382,1,0.109,0.00222,0.012,0.98,126.528,255627,1993
Transylvania - Live; 1998 Remastered Version,A Real Live Dead One,14,1993-03-23,0.342,0.249,0.963,2,-6.303,1,0.0709,7.3e-05,0.644,0.68,105.744,265867,1993
Remember Tomorrow - Live; 1998 Remastered Version,A Real Live Dead One,14,1993-03-23,0.323,0.302,0.83,0,-7.395,1,0.042,0.00212,0.501,0.741,114.583,352707,1993
Where Eagles Dare - Live; 1998 Remastered Version,A Real Live Dead One,14,1993-03-23,0.551,0.249,0.986,11,-4.787,0,0.0638,3.64e-05,0.102,0.967,122.649,289333,1993
Sanctuary - Live; 1998 Remastered Version,A Real Live Dead One,11,1993-03-23,0.184,0.286,0.998,2,-4.335,1,0.176,0.0116,0.00468,0.498,114.028,293227,1993
Running Free - Live; 1998 Remastered Version,A Real Live Dead One,11,1993-03-23,0.418,0.375,0.99,4,-3.922,0,0.102,0.0289,0.00546,0.705,96.4,228933,1993
Run To The Hills - Live; 1998 Remastered Version,A Real Live Dead One,11,1993-03-23,0.218,0.193,0.995,0,-3.579,1,0.223,0.00214,0.00165,0.773,172.855,237533,1993
2 Minutes To Midnight - Live; 1998 Remastered Version,A Real Live Dead One,12,1993-03-23,0.295,0.263,0.996,9,-3.552,0,0.115,0.0116,0.00297,0.929,101.363,337400,1993
Iron Maiden - Live; 1998 Remastered Version,A Real Live Dead One,10,1993-03-23,0.0797,0.278,0.998,7,-3.158,1,0.287,0.00451,0.000702,0.954,118.247,324600,1993
Hallowed Be Thy Name - Live; 1998 Remastered Version,A Real Live Dead One,12,1993-03-23,0.218,0.315,0.994,4,-2.668,0,0.113,0.00105,0.132,0.638,119.886,471840,1993
Be Quick Or Be Dead - Live; 1998 Remastered Version,A Real Live Dead One,11,1993-03-23,0.387,0.261,0.982,0,-6.335,1,0.194,0.000329,0.00622,0.877,132.984,196827,1993
From Here To Eternity - Live; 1998 Remastered Version,A Real Live Dead One,11,1993-03-23,0.354,0.22,0.957,9,-6.12,1,0.105,0.0341,3.39e-06,0.709,155.756,259840,1993
Can I Play With Madness - Live; 1998 Remastered Version,A Real Live Dead One,9,1993-03-23,0.319,0.27,0.954,2,-6.782,1,0.232,0.106,2.58e-05,0.94,78.304,282493,1993
Wasting Love - Live; 1998 Remastered Version,A Real Live Dead One,13,1993-03-23,0.289,0.176,0.886,4,-5.77,0,0.0607,0.00453,0.000627,0.945,78.933,347800,1993
Tailgunner - Live; 1998 Remastered Version,A Real Live Dead One,10,1993-03-23,0.302,0.223,0.994,11,-4.4,1,0.0782,0.000388,0.0754,0.946,109.233,249507,1993
The Evil That Men Do - Live; 1998 Remastered Version,A Real Live Dead One,11,1993-03-23,0.149,0.229,0.972,4,-5.596,0,0.186,0.00338,0.154,0.73,88.505,325893,1993
Afraid To Shoot Strangers - Live; 1998 Remastered Version,A Real Live Dead One,13,1993-03-23,0.189,0.173,0.855,6,-7.982,0,0.0788,0.00115,0.0804,0.877,160.139,407973,1993
Bring Your Daughter...To The Slaughter - Live; 1998 Remastered Version,A Real Live Dead One,11,1993-03-23,0.504,0.24,0.974,9,-4.699,1,0.0794,0.000799,0.00435,0.863,161.983,317693,1993
Be Quick or Be Dead - Live at Donington; 1998 Remaster,Live at Donington (1998 Remaster),26,1993-01-01,0.209,0.235,0.991,5,-5.737,0,0.251,0.000142,0.249,0.923,133.666,233067,1993
The Number of the Beast - Live at Donington; 1998 Remaster,Live at Donington (1998 Remaster),24,1993-01-01,0.215,0.367,0.993,7,-3.702,1,0.0965,0.000243,0.00714,0.965,100.683,293933,1993
Wrathchild - Live at Donington; 1998 Remaster,Live at Donington (1998 Remaster),23,1993-01-01,0.517,0.431,0.996,2,-2.761,1,0.0671,0.000236,0.0257,0.864,107.126,174027,1993
From Here to Eternity - Live at Donington; 1998 Remaster,Live at Donington (1998 Remaster),23,1993-01-01,0.374,0.248,0.96,2,-5.846,1,0.244,0.00345,0.00192,0.903,159.696,284373,1993
Can I Play With Madness - Live at Donington; 1998 Remaster,Live at Donington (1998 Remaster),22,1993-01-01,0.359,0.249,0.99,2,-4.819,1,0.288,0.00202,0.000654,0.96,143.129,213027,1993
Wasting Love - Live at Donington; 1998 Remaster,Live at Donington (1998 Remaster),25,1993-01-01,0.347,0.206,0.884,4,-4.772,0,0.0856,0.0131,0.00563,0.953,79.416,336867,1993
Tailgunner - Live at Donington; 1998 Remaster,Live at Donington (1998 Remaster),22,1993-01-01,0.429,0.278,0.977,11,-4.153,1,0.0536,0.000278,0.226,0.966,109.156,247573,1993
The Evil That Men Do - Live at Donington; 1998 Remaster,Live at Donington (1998 Remaster),23,1993-01-01,0.0825,0.186,0.978,4,-4.955,0,0.405,0.0191,0.000634,0.936,174.64,471427,1993
Afraid To Shoot Strangers - Live at Donington; 1998 Remaster,Live at Donington (1998 Remaster),25,1993-01-01,0.338,0.295,0.916,6,-5.157,0,0.0694,0.000638,0.638,0.957,119.002,419067,1993
Fear Of The Dark - Live at Donington; 1998 Remaster,Live at Donington (1998 Remaster),27,1993-01-01,0.19,0.255,0.98,2,-4.821,0,0.253,0.00281,0.189,0.937,107.536,428173,1993
Bring Your Daughter...To The Slaughter - Live at Donington; 1998 Remaster,Live at Donington (1998 Remaster),25,1993-01-01,0.37,0.241,0.978,9,-4.194,1,0.121,0.00078,0.000843,0.929,157.839,372160,1993
The Clairvoyant - Live at Donington; 1998 Remaster,Live at Donington (1998 Remaster),23,1993-01-01,0.469,0.259,0.986,2,-4.142,0,0.0929,0.00327,0.117,0.546,99.631,261933,1993
Heaven Can Wait - Live at Donington; 1998 Remaster,Live at Donington (1998 Remaster),21,1993-01-01,0.326,0.28,0.992,2,-5.307,1,0.115,0.000511,0.101,0.943,108.612,440800,1993
Run To The Hills - Live at Donington; 1998 Remaster,Live at Donington (1998 Remaster),22,1993-01-01,0.176,0.228,0.994,0,-5.003,1,0.131,0.000664,0.076,0.968,170.313,256467,1993
2 Minutes To Midnight - Live at Donington; 1998 Remaster,Live at Donington (1998 Remaster),20,1993-01-01,0.163,0.274,0.998,9,-4.855,0,0.105,0.000359,0.167,0.977,103.741,342960,1993
Iron Maiden - Live at Donington; 1998 Remaster,Live at Donington (1998 Remaster),20,1993-01-01,0.0313,0.2,0.993,0,-5.637,1,0.148,0.0288,0.214,0.931,101.661,494600,1993
Hallowed Be Thy Name - Live at Donington; 1998 Remaster,Live at Donington (1998 Remaster),22,1993-01-01,0.187,0.303,0.985,4,-4.704,0,0.115,0.00126,0.236,0.874,119.002,447800,1993
The Trooper - Live at Donington; 1998 Remaster,Live at Donington (1998 Remaster),21,1993-01-01,0.469,0.235,0.993,4,-4.658,0,0.116,0.00113,0.241,0.435,175.13,232600,1993
Sanctuary - Live at Donington; 1998 Remaster,Live at Donington (1998 Remaster),19,1993-01-01,0.075,0.269,0.998,2,-4.793,1,0.233,0.00432,0.0301,0.925,111.996,318373,1993
Running Free - Live at Donington; 1998 Remaster,Live at Donington (1998 Remaster),19,1993-01-01,0.139,0.211,0.978,0,-5.633,1,0.323,0.0395,0.0672,0.811,186.912,474333,1993
Be Quick or Be Dead - 2015 Remaster,Fear of the Dark (2015 - Remaster),42,1992-05-11,0.624,0.319,0.965,7,-4.354,0,0.0646,9.4e-05,0.00221,0.141,127.721,203653,1992
From Here to Eternity - 2015 Remaster,Fear of the Dark (2015 - Remaster),32,1992-05-11,0.498,0.288,0.942,9,-4.669,1,0.0653,0.00161,0.00063,0.139,154.837,218133,1992
Afraid to Shoot Strangers - 2015 Remaster,Fear of the Dark (2015 - Remaster),40,1992-05-11,0.366,0.279,0.817,6,-5.331,0,0.0458,0.00325,0.0346,0.0855,156.64,416560,1992
Fear Is the Key - 2015 Remaster,Fear of the Dark (2015 - Remaster),28,1992-05-11,0.52,0.359,0.928,9,-4.157,0,0.0475,0.000469,0.000732,0.211,93.88,334813,1992
Childhood's End - 2015 Remaster,Fear of the Dark (2015 - Remaster),28,1992-05-11,0.328,0.269,0.943,6,-4.71,0,0.0476,0.000119,0.0283,0.282,89.092,280893,1992
Wasting Love - 2015 Remaster,Fear of the Dark (2015 - Remaster),48,1992-05-11,0.29,0.324,0.667,4,-5.373,0,0.0321,0.00562,3.56e-05,0.0873,142.503,351027,1992
The Fugitive - 2015 Remaster,Fear of the Dark (2015 - Remaster),28,1992-05-11,0.578,0.311,0.942,2,-5.261,0,0.0374,0.00514,0.00324,0.656,89.929,293947,1992
Chains of Misery - 2015 Remaster,Fear of the Dark (2015 - Remaster),28,1992-05-11,0.382,0.305,0.968,0,-3.669,1,0.0584,0.0018,1.33e-06,0.275,136.068,217307,1992
The Apparition - 2015 Remaster,Fear of the Dark (2015 - Remaster),26,1992-05-11,0.693,0.592,0.929,9,-4.281,1,0.0378,0.000985,9.53e-05,0.0777,98.092,234787,1992
Judas Be My Guide - 2015 Remaster,Fear of the Dark (2015 - Remaster),29,1992-05-11,0.51,0.261,0.957,2,-3.612,0,0.0573,0.000145,7.91e-06,0.0597,81.286,188800,1992
Weekend Warrior - 2015 Remaster,Fear of the Dark (2015 - Remaster),26,1992-05-11,0.759,0.359,0.938,7,-4.606,1,0.0682,0.00707,0.0,0.296,135.054,339493,1992
Fear of the Dark - 2015 Remaster,Fear of the Dark (2015 - Remaster),56,1992-05-11,0.227,0.308,0.866,2,-5.671,0,0.059,0.000739,0.00141,0.232,109.825,438120,1992
Be Quick or Be Dead - Live at Donington; 1998 Remaster,Live at Donington (1998 Remaster),13,1992-01-01,0.209,0.234,0.991,5,-5.737,0,0.254,0.00014,0.237,0.923,133.627,233067,1992
The Number of the Beast - Live at Donington; 1998 Remaster,Live at Donington (1998 Remaster),12,1992-01-01,0.21,0.35,0.993,7,-3.702,1,0.102,0.000239,0.00728,0.965,100.661,293933,1992
Wrathchild - Live at Donington; 1998 Remaster,Live at Donington (1998 Remaster),10,1992-01-01,0.517,0.432,0.996,2,-2.761,1,0.0671,0.000236,0.0256,0.864,107.131,174027,1992
From Here to Eternity - Live at Donington; 1998 Remaster,Live at Donington (1998 Remaster),10,1992-01-01,0.418,0.247,0.96,2,-5.85,1,0.245,0.00344,0.00199,0.903,159.686,284373,1992
Can I Play With Madness - Live at Donington; 1998 Remaster,Live at Donington (1998 Remaster),10,1992-01-01,0.358,0.249,0.99,7,-4.819,1,0.287,0.00202,0.00065,0.96,143.131,213027,1992
Wasting Love - Live at Donington; 1998 Remaster,Live at Donington (1998 Remaster),10,1992-01-01,0.343,0.201,0.885,4,-4.771,0,0.0943,0.0127,0.00575,0.953,76.752,336867,1992
Tailgunner - Live at Donington; 1998 Remaster,Live at Donington (1998 Remaster),11,1992-01-01,0.426,0.252,0.977,11,-4.153,1,0.0521,0.000274,0.227,0.966,108.612,247573,1992
The Evil That Men Do - Live at Donington; 1998 Remaster,Live at Donington (1998 Remaster),10,1992-01-01,0.0781,0.187,0.978,4,-4.955,0,0.435,0.0192,0.000609,0.936,174.653,471427,1992
Afraid To Shoot Strangers - Live at Donington; 1998 Remaster,Live at Donington (1998 Remaster),10,1992-01-01,0.336,0.295,0.916,6,-5.158,0,0.0698,0.000635,0.632,0.957,117.911,419067,1992
Fear Of The Dark - Live at Donington; 1998 Remaster,Live at Donington (1998 Remaster),14,1992-01-01,0.193,0.252,0.98,2,-4.821,0,0.232,0.0028,0.187,0.937,106.332,428173,1992
Bring Your Daughter...To The Slaughter - Live at Donington; 1998 Remaster,Live at Donington (1998 Remaster),12,1992-01-01,0.371,0.241,0.978,9,-4.194,1,0.12,0.000759,0.000837,0.929,157.838,372160,1992
The Clairvoyant - Live at Donington; 1998 Remaster,Live at Donington (1998 Remaster),9,1992-01-01,0.47,0.259,0.986,2,-4.142,0,0.0925,0.00323,0.116,0.546,99.633,261933,1992
Heaven Can Wait - Live at Donington; 1998 Remaster,Live at Donington (1998 Remaster),9,1992-01-01,0.326,0.304,0.992,2,-5.307,1,0.114,0.000504,0.099,0.942,107.994,440800,1992
Run To The Hills - Live at Donington; 1998 Remaster,Live at Donington (1998 Remaster),10,1992-01-01,0.176,0.228,0.994,0,-5.003,1,0.131,0.000673,0.0756,0.968,170.313,256467,1992
2 Minutes To Midnight - Live at Donington; 1998 Remaster,Live at Donington (1998 Remaster),9,1992-01-01,0.164,0.274,0.998,9,-4.855,0,0.105,0.000356,0.167,0.977,103.743,342960,1992
Iron Maiden - Live at Donington; 1998 Remaster,Live at Donington (1998 Remaster),8,1992-01-01,0.0314,0.171,0.993,0,-5.635,1,0.149,0.0289,0.205,0.931,93.409,494600,1992
Hallowed Be Thy Name - Live at Donington; 1998 Remaster,Live at Donington (1998 Remaster),10,1992-01-01,0.187,0.303,0.985,4,-4.704,0,0.117,0.00125,0.236,0.874,118.96,447800,1992
The Trooper - Live at Donington; 1998 Remaster,Live at Donington (1998 Remaster),9,1992-01-01,0.469,0.235,0.993,4,-4.658,0,0.116,0.00113,0.246,0.435,175.138,232600,1992
Sanctuary - Live at Donington; 1998 Remaster,Live at Donington (1998 Remaster),7,1992-01-01,0.0753,0.269,0.998,2,-4.793,1,0.234,0.00432,0.0302,0.925,111.997,318373,1992
Running Free - Live at Donington; 1998 Remaster,Live at Donington (1998 Remaster),8,1992-01-01,0.139,0.209,0.978,0,-5.633,1,0.333,0.0394,0.0702,0.814,190.583,474333,1992
Be Quick or Be Dead - 2015 Remaster,Fear of the Dark (2015 Remaster),56,1992-01-01,0.624,0.319,0.965,7,-4.354,0,0.0646,9.4e-05,0.00221,0.141,127.721,203653,1992
From Here to Eternity - 2015 Remaster,Fear of the Dark (2015 Remaster),47,1992-01-01,0.498,0.288,0.942,9,-4.669,1,0.0653,0.00161,0.00063,0.139,154.837,218133,1992
Afraid to Shoot Strangers - 2015 Remaster,Fear of the Dark (2015 Remaster),56,1992-01-01,0.366,0.279,0.817,6,-5.331,0,0.0458,0.00325,0.0346,0.0855,156.64,416560,1992
Fear Is the Key - 2015 Remaster,Fear of the Dark (2015 Remaster),43,1992-01-01,0.52,0.359,0.928,9,-4.157,0,0.0475,0.000469,0.000732,0.211,93.88,334813,1992
Childhood's End - 2015 Remaster,Fear of the Dark (2015 Remaster),44,1992-01-01,0.328,0.269,0.943,6,-4.71,0,0.0476,0.000119,0.0283,0.282,89.092,280893,1992
Wasting Love - 2015 Remaster,Fear of the Dark (2015 Remaster),66,1992-01-01,0.29,0.324,0.667,4,-5.373,0,0.0321,0.00562,3.56e-05,0.0873,142.503,351027,1992
The Fugitive - 2015 Remaster,Fear of the Dark (2015 Remaster),42,1992-01-01,0.578,0.311,0.942,2,-5.261,0,0.0374,0.00514,0.00324,0.656,89.929,293947,1992
Chains of Misery - 2015 Remaster,Fear of the Dark (2015 Remaster),42,1992-01-01,0.382,0.305,0.968,0,-3.669,1,0.0584,0.0018,1.33e-06,0.275,136.068,217307,1992
The Apparition - 2015 Remaster,Fear of the Dark (2015 Remaster),40,1992-01-01,0.693,0.592,0.929,9,-4.281,1,0.0378,0.000985,9.53e-05,0.0777,98.092,234787,1992
Judas Be My Guide - 2015 Remaster,Fear of the Dark (2015 Remaster),44,1992-01-01,0.51,0.261,0.957,2,-3.612,0,0.0573,0.000145,7.91e-06,0.0597,81.286,188800,1992
Weekend Warrior - 2015 Remaster,Fear of the Dark (2015 Remaster),41,1992-01-01,0.759,0.359,0.938,7,-4.606,1,0.0682,0.00707,0.0,0.296,135.054,339493,1992
Fear of the Dark - 2015 Remaster,Fear of the Dark (2015 Remaster),72,1992-01-01,0.227,0.308,0.866,2,-5.671,0,0.059,0.000739,0.00141,0.232,109.825,438120,1992
Tailgunner - 2015 Remaster,No Prayer for the Dying (2015 - Remaster),30,1990-10-01,0.577,0.373,0.946,11,-3.728,1,0.045,0.0475,0.000156,0.187,103.595,254133,1990
Holy Smoke - 2015 Remaster,No Prayer for the Dying (2015 - Remaster),33,1990-10-01,0.474,0.243,0.983,2,-3.908,1,0.159,0.022,0.0,0.0451,165.51,229027,1990
No Prayer for the Dying - 2015 Remaster,No Prayer for the Dying (2015 - Remaster),29,1990-10-01,0.583,0.272,0.925,4,-4.786,0,0.0898,0.034,0.00281,0.217,108.631,263213,1990
Public Enema Number One - 2015 Remaster,No Prayer for the Dying (2015 - Remaster),25,1990-10-01,0.6,0.166,0.974,0,-4.29,1,0.106,0.0248,0.0,0.174,168.765,253600,1990
Fates Warning - 2015 Remaster,No Prayer for the Dying (2015 - Remaster),24,1990-10-01,0.139,0.262,0.983,4,-3.986,0,0.262,0.0246,8.02e-06,0.0512,143.401,250507,1990
The Assassin - 2015 Remaster,No Prayer for the Dying (2015 - Remaster),24,1990-10-01,0.599,0.272,0.967,0,-4.474,1,0.0618,0.0487,0.000932,0.233,97.89,257960,1990
Run Silent Run Deep - 2015 Remaster,No Prayer for the Dying (2015 - Remaster),26,1990-10-01,0.406,0.324,0.914,4,-4.68,0,0.102,0.11,4.83e-06,0.107,116.741,274800,1990
Hooks in You - 2015 Remaster,No Prayer for the Dying (2015 - Remaster),23,1990-10-01,0.544,0.186,0.95,9,-5.147,1,0.118,0.0392,2.17e-05,0.288,166.677,246933,1990
Bring Your Daughter... to the Slaughter - 2015 Remaster,No Prayer for the Dying (2015 - Remaster),39,1990-10-01,0.532,0.281,0.916,9,-4.676,1,0.0655,0.0282,3.16e-06,0.157,146.645,283693,1990
Mother Russia - 2015 Remaster,No Prayer for the Dying (2015 - Remaster),29,1990-10-01,0.39,0.296,0.859,2,-5.491,0,0.0457,0.365,0.0607,0.133,94.099,332000,1990
Tailgunner - 2015 Remaster,No Prayer for the Dying (2015 Remaster),40,1990-10-01,0.577,0.373,0.946,11,-3.728,1,0.045,0.0475,0.000156,0.187,103.595,254133,1990
Holy Smoke - 2015 Remaster,No Prayer for the Dying (2015 Remaster),45,1990-10-01,0.474,0.243,0.983,2,-3.908,1,0.159,0.022,0.0,0.0451,165.51,229027,1990
No Prayer for the Dying - 2015 Remaster,No Prayer for the Dying (2015 Remaster),44,1990-10-01,0.583,0.272,0.925,4,-4.786,0,0.0898,0.034,0.00281,0.217,108.631,263213,1990
Public Enema Number One - 2015 Remaster,No Prayer for the Dying (2015 Remaster),36,1990-10-01,0.6,0.166,0.974,0,-4.29,1,0.106,0.0248,0.0,0.174,168.765,253600,1990
Fates Warning - 2015 Remaster,No Prayer for the Dying (2015 Remaster),34,1990-10-01,0.139,0.262,0.983,4,-3.986,0,0.262,0.0246,8.02e-06,0.0512,143.401,250507,1990
The Assassin - 2015 Remaster,No Prayer for the Dying (2015 Remaster),35,1990-10-01,0.599,0.272,0.967,0,-4.474,1,0.0618,0.0487,0.000932,0.233,97.89,257960,1990
Run Silent Run Deep - 2015 Remaster,No Prayer for the Dying (2015 Remaster),36,1990-10-01,0.406,0.324,0.914,4,-4.68,0,0.102,0.11,4.83e-06,0.107,116.741,274800,1990
Hooks in You - 2015 Remaster,No Prayer for the Dying (2015 Remaster),34,1990-10-01,0.544,0.186,0.95,9,-5.147,1,0.118,0.0392,2.17e-05,0.288,166.677,246933,1990
Bring Your Daughter... to the Slaughter - 2015 Remaster,No Prayer for the Dying (2015 Remaster),51,1990-10-01,0.532,0.281,0.916,9,-4.676,1,0.0655,0.0282,3.16e-06,0.157,146.645,283693,1990
Mother Russia - 2015 Remaster,No Prayer for the Dying (2015 Remaster),42,1990-10-01,0.39,0.296,0.859,2,-5.491,0,0.0457,0.365,0.0607,0.133,94.099,332000,1990
Moonchild - 2015 Remaster,Seventh Son of a Seventh Son (2015 - Remaster),39,1988-04-11,0.244,0.266,0.96,9,-5.108,1,0.188,0.0716,2.84e-06,0.232,129.706,340573,1988
Infinite Dreams - 2015 Remaster,Seventh Son of a Seventh Son (2015 - Remaster),37,1988-04-11,0.659,0.196,0.962,4,-4.533,0,0.0955,0.0269,4.39e-05,0.148,78.783,369373,1988
Can I Play with Madness - 2015 Remaster,Seventh Son of a Seventh Son (2015 - Remaster),46,1988-04-11,0.631,0.313,0.981,2,-3.491,1,0.0981,0.0891,0.0,0.264,140.56,211253,1988
The Evil That Men Do - 2015 Remaster,Seventh Son of a Seventh Son (2015 - Remaster),45,1988-04-11,0.31,0.255,0.977,4,-4.672,0,0.11,0.00852,2.8e-06,0.0776,161.738,274213,1988
Seventh Son of a Seventh Son - 2015 Remaster,Seventh Son of a Seventh Son (2015 - Remaster),41,1988-04-11,0.0948,0.243,0.872,4,-6.058,0,0.0523,0.164,0.0175,0.158,105.828,594080,1988
The Prophecy - 2015 Remaster,Seventh Son of a Seventh Son (2015 - Remaster),33,1988-04-11,0.21,0.264,0.828,2,-6.195,0,0.0479,0.208,7.4e-05,0.133,142.589,305760,1988
The Clairvoyant - 2015 Remaster,Seventh Son of a Seventh Son (2015 - Remaster),36,1988-04-11,0.467,0.374,0.944,7,-3.746,1,0.106,0.0623,2.13e-05,0.171,102.195,267293,1988
Only the Good Die Young - 2015 Remaster,Seventh Son of a Seventh Son (2015 - Remaster),35,1988-04-11,0.275,0.18,0.975,4,-3.968,0,0.184,0.118,0.0,0.223,172.063,282747,1988
"Moonchild - Live at Birmingham NEC, 1988; 2013 Remaster",Maiden England '88,17,1988-01-01,0.154,0.235,0.988,9,-3.687,1,0.274,0.0638,0.00119,0.956,130.002,383027,1988
"The Evil That Men Do - Live at Birmingham NEC, 1988; 2013 Remaster",Maiden England '88,19,1988-01-01,0.166,0.24,0.994,4,-2.514,0,0.125,0.0529,1.14e-05,0.936,87.387,257787,1988
"The Prisoner - Live at Birmingham NEC, 1988; 2013 Remaster",Maiden England '88,17,1988-01-01,0.298,0.338,0.991,9,-3.332,1,0.0979,0.0985,0.00191,0.978,107.825,359720,1988
"Still Life - Live at Birmingham NEC, 1988; 2013 Remaster",Maiden England '88,15,1988-01-01,0.172,0.213,0.982,9,-3.813,0,0.418,0.225,0.000166,0.953,84.688,271987,1988
"Die with Your Boots On - Live Birmingham NEC, 1988; 2013 Remaster",Maiden England '88,16,1988-01-01,0.202,0.278,0.996,4,-2.984,0,0.199,0.117,0.0,0.941,93.077,318920,1988
"Infinite Dreams - Live at Birmingham NEC, 1988; 2013 Remaster",Maiden England '88,17,1988-01-01,0.381,0.199,0.99,4,-3.345,0,0.14,0.146,0.000416,0.894,84.136,352987,1988
"Killers - Live at Birmingham NEC, 1988; 2013 Remaster",Maiden England '88,17,1988-01-01,0.175,0.18,0.995,4,-3.083,0,0.274,0.0965,0.00167,0.925,179.475,296813,1988
Can I Play with Madness - Live at Birmingham NEC; 1988; 2013 Remaster,Maiden England '88,16,1988-01-01,0.344,0.267,0.992,7,-3.223,1,0.241,0.212,3.12e-06,0.656,145.357,205200,1988
"Heaven Can Wait - Live at Birmingham NEC, 1988; 2013 Remaster",Maiden England '88,13,1988-01-01,0.185,0.261,0.995,7,-4.061,1,0.143,0.138,0.000837,0.724,106.67,462547,1988
"Wasted Years - Live at Birmingham NEC, 1988; 2013 Remaster",Maiden England '88,17,1988-01-01,0.201,0.158,0.985,9,-3.308,1,0.116,0.0394,1.42e-06,0.919,83.296,305760,1988
"The Clairvoyant - Live at Birmingham NEC, 1988; 2013 Remaster",Maiden England '88,14,1988-01-01,0.369,0.259,0.992,7,-3.138,1,0.122,0.216,6.37e-05,0.956,103.278,269960,1988
"Seventh Son of a Seventh Son - Live at Birmingham NEC, 1988; 2013 Remaster",Maiden England '88,16,1988-01-01,0.0972,0.24,0.949,4,-4.568,0,0.0746,0.0942,0.292,0.78,113.32,608480,1988
"The Number of the Beast - Live at Birmingham NEC, 1988; 2013 Remaster",Maiden England '88,15,1988-01-01,0.235,0.237,0.99,7,-3.677,1,0.137,0.0989,9.02e-05,0.965,102.661,287173,1988
"Hallowed Be Thy Name - Live at Birmingham NEC, 1988; 2013 Remaster",Maiden England '88,16,1988-01-01,0.195,0.26,0.989,4,-3.461,0,0.144,0.113,0.00357,0.73,117.638,441627,1988
"Iron Maiden - Live at Birmingham NEC, 1988; 2013 Remaster",Maiden England '88,12,1988-01-01,0.142,0.164,0.992,7,-4.178,1,0.154,0.2,0.000149,0.955,91.18,311547,1988
"Run to the Hills - Live at Birmingham NEC, 1988; 2013 Remaster",Maiden England '88,22,1988-01-01,0.213,0.147,0.993,5,-2.491,1,0.173,0.0401,4.21e-05,0.663,175.018,241720,1988
"Running Free - Live at Birmingham NEC, 1988; 2013 Remaster",Maiden England '88,13,1988-01-01,0.203,0.338,0.994,4,-3.02,0,0.212,0.048,0.000868,0.643,101.83,333867,1988
"Sanctuary - Live at Birmingham NEC, 1988; 2013 Remaster",Maiden England '88,18,1988-01-01,0.107,0.223,0.997,7,-2.908,1,0.189,0.139,0.0713,0.949,136.085,324933,1988
Moonchild - 2015 Remaster,Seventh Son of a Seventh Son (2015 Remaster),50,1988-01-01,0.244,0.266,0.96,9,-5.108,1,0.188,0.0716,2.84e-06,0.232,129.706,340573,1988
Infinite Dreams - 2015 Remaster,Seventh Son of a Seventh Son (2015 Remaster),48,1988-01-01,0.659,0.196,0.962,4,-4.533,0,0.0955,0.0269,4.39e-05,0.148,78.783,369373,1988
Can I Play with Madness - 2015 Remaster,Seventh Son of a Seventh Son (2015 Remaster),59,1988-01-01,0.631,0.313,0.981,2,-3.491,1,0.0981,0.0891,0.0,0.264,140.56,211253,1988
The Evil That Men Do - 2015 Remaster,Seventh Son of a Seventh Son (2015 Remaster),57,1988-01-01,0.31,0.255,0.977,4,-4.672,0,0.11,0.00852,2.8e-06,0.0776,161.738,274213,1988
Seventh Son of a Seventh Son - 2015 Remaster,Seventh Son of a Seventh Son (2015 Remaster),53,1988-01-01,0.0948,0.243,0.872,4,-6.058,0,0.0523,0.164,0.0175,0.158,105.828,594080,1988
The Prophecy - 2015 Remaster,Seventh Son of a Seventh Son (2015 Remaster),44,1988-01-01,0.21,0.264,0.828,2,-6.195,0,0.0479,0.208,7.4e-05,0.133,142.589,305760,1988
The Clairvoyant - 2015 Remaster,Seventh Son of a Seventh Son (2015 Remaster),48,1988-01-01,0.467,0.374,0.944,7,-3.746,1,0.106,0.0623,2.13e-05,0.171,102.195,267293,1988
Only the Good Die Young - 2015 Remaster,Seventh Son of a Seventh Son (2015 Remaster),46,1988-01-01,0.275,0.18,0.975,4,-3.968,0,0.184,0.118,0.0,0.223,172.063,282747,1988
